Author,Book,Year,Title,Theme,Poem,Meter
René-François Sully Prudhomme,Les vaines tendresses,1875,Prière,Solitude,"Ah ! Si vous saviez comme on pleure 
De vivre seul et sans foyers, 
Quelquefois devant ma demeure 
Vous passeriez.

Si vous saviez ce que fait naître 
Dans l'âme triste un pur regard, 
Vous regarderiez ma fenêtre 
Comme au hasard.

Si vous saviez quel baume apporte 
Au cœur la présence d'un cœur, 
Vous vous assoiriez sous ma porte 
Comme une sœur.

Si vous saviez que je vous aime, 
Surtout si vous saviez comment, 
Vous entreriez peut-être même 
Tout simplement.",octosyllabe
Stéphane Mallarmé,Poésies,1899,Quelconque une solitude,Solitude,"Petit air.
I.

Quelconque une solitude 
Sans le cygne ni le quai 
Mire sa désuétude 
Au regard que j'abdiquai 

Ici de la gloriole 
Haute à ne la pas toucher 
Dont maint ciel se bariole 
Avec les ors de coucher 

Mais langoureusement longe 
Comme de blanc linge ôté 
Tel fugace oiseau si plonge 
Exultatrice à côté 

Dans l'onde toi devenue 
Ta jubilation nue

II.

Indomptablement a dû 
Comme mon espoir s'y lance 
Éclater là-haut perdu 
Avec furie et silence,

Voix étrangère au bosquet 
Ou par nul écho suivie, 
L'oiseau qu'on n'ouït jamais 
Une autre fois en la vie.

Le hagard musicien, 
Cela dans le doute expire 
Si de mon sein pas du sien 
A jailli le sanglot pire

Déchiré va-t-il entier 
Rester sur quelque sentier !",vers libre
Évariste de Parny,Poésies érotiques,1778,Projet de solitude,Solitude,"Fuyons ces tristes lieux, ô maîtresse adorée ! 
Nous perdons en espoir la moitié de nos jours, 
Et la crainte importune y trouble nos amours. 
Non loin de ce rivage est une île ignorée, 
Interdite aux vaisseaux, et d'écueils entourée. 
Un zéphyr éternel y rafraîchit les airs. 
Libre et nouvelle encor, la prodigue nature 
Embellit de ses dons ce point de l'univers : 
Des ruisseaux argentés roulent sur la verdure, 
Et vont en serpentant se perdre au sein des mers ; 
Une main favorable y reproduit sans cesse 
L'ananas parfumé des plus douces odeurs ; 
Et l'oranger touffu courbé sous sa richesse, 
Se couvre en même temps et de fruits et de fleurs. 
Que nous faut-il de plus ? cette île fortunée 
Semble par la nature aux amants destinée. 
L'océan la resserre, et deux fois en un jour 
De cet asile étroit on achève le tour. 
Là je ne craindrai plus un père inexorable. 
C'est là qu'en liberté tu pourras être aimable, 
Et couronner l'amant qui t'a donné son cœur. 
Vous coulerez alors, mes paisibles journées, 
Par les nœuds du plaisir l'une et l'autre enchaînées : 
Laissez moi peu de gloire et beaucoup de bonheur. 
Viens ; la nuit est obscure et le ciel sans nuage ; 
D'un éternel adieu saluons ce rivage, 
Où par toi seule encore mes pas sont retenus.
Je vois à l'horizon l'étoile de Vénus : 
Vénus dirigera notre course incertaine. 
Éole exprès pour nous vient d'enchaîner les vents ; 
Sur les flots aplanis Zéphyre souffle à peine ; 
Viens ; l'Amour jusqu'au port conduira deux amants.",vers libre
Théodore de Banville,Odelettes,1856,Aimons-nous et dormons,Songes,"Aimons-nous et dormons 
Sans songer au reste du monde ! 
Ni le flot de la mer, ni l'ouragan des monts, 
Tant que nous nous aimons 
Ne courbera ta tête blonde, 
Car l'amour est plus fort 
Que les Dieux et la Mort !

Le soleil s'éteindrait 
Pour laisser ta blancheur plus pure. 
Le vent, qui jusqu'à terre incline la forêt, 
En passant n'oserait 
Jouer avec ta chevelure, 
Tant que tu cacheras 
Ta tête entre mes bras !

Et lorsque nos deux cœurs 
S'en iront aux sphères heureuses 
Où les célestes lys écloront sous nos pleurs, 
Alors, comme deux fleurs 
Joignons nos lèvres amoureuses, 
Et tâchons d'épuiser 
La Mort dans un baiser !",metre libre
Jean Aicard,Les jeunes croyances,1867,Amours,Songes,"De tout temps mes amours furent des songes vagues ; 
Je n'ai causé tout bas qu'aux nymphes, dans les bois, 
Et, sur le bord des mers, ces sirènes, les vagues, 
Me font seules vibrer aux accords de leur voix.

Mon âme est fiancée à l'humble solitude : 
Son chaste baiser plaît à mon front sérieux ; 
Je connais de profonds ombrages où l'étude 
A des charmes plus doux pour l'esprit et les yeux.

Je suis l'amant rêveur des récifs et des grèves, 
L'insatiable amant du grand ciel inconnu ; 
Je ne retrouverai la vierge de mes rêves 
Qu'en l'immortel pays d'où mon cœur est venu.

La vertu de l'amour, l'homme en a fait un crime ! 
Je ne veux pas aimer comme on aime ici-bas, 
Et ce cœur, façonné pour un élan sublime, 
Tant qu'il pourra monter ne se posera pas !

J'ai pourtant vu passer dans le vol de mes stances 
De blanches visions, filles de mon désir, 
Mais je n'aime d'amour que mes jeunes croyances : 
Espoir dans le printemps, et foi dans l'avenir !",vers libre
Henri-Frédéric Amiel,Il penseroso,1858,Notre chef-d'œuvre,Songes,"Ce qu'on rêva toute sa vie 
Rarement on peut l'accomplir ; 
Ta meilleure et plus haute envie, 
Dans l'ombre du cœur doit vieillir :

Travaille, attends, combats, espère, 
Avant qu'ait pris forme sur terre 
Ton plus beau songe, il faut mourir.",vers libre
Marceline Desbordes-Valmore,Romances,1830,Les songes et les fleurs,Songes,"Viens, si tu veux rêver d'amour, 
Viens tresser ta couronne au fond de la campagne : 
Voici l'heure, hâtons-nous, ô ma jeune compagne ! 
Les songes dans les fleurs se cachent tout le jour.

De leurs frêles prisons vont sortir les mensonges ; 
Le rêve d'une vierge est dans le frais jasmin : 
Hâtons-nous de cueillir et les fleurs et les songes, 
Les songes et les fleurs ne seront plus demain.

Viens chercher le fragile espoir, 
L'amandier le balance en sa fleur argentée : 
Viens ! nous le saisirons sur la tige agitée ; 
Dans un rêve d'amour il est doux de le voir.

De leurs frêles prisons vont sortir les mensonges ; 
Le rêve d'une vierge est dans le frais jasmin. 
Hâtons-nous de cueillir et les fleurs et les songes, 
Les songes et les fleurs ne seront plus demain.

Ne pose jamais sur ton sein 
L'effroi du meurtrier, la sombre mandragore ; 
De sa tige brisée un cri s'échappe encore, 
Avec le rêve affreux qui poursuit l'assassin.

De leurs frêles prisons vont sortir les mensonges ; 
Le rêve d'une vierge est dans le frais jasmin : 
Hâtons-nous de cueillir et les fleurs et les songes, 
Les songes et les fleurs ne seront plus demain.

Cherchons celui qui vient des cieux ; 
Il console en dormant la douleur méprisée : 
Des larmes de la nuit la vanille arrosée 
Parfume son sourire et son vol gracieux.

De leurs frêles prisons vont sortir les mensonges ; 
Le rêve d'une vierge est dans le frais jasmin : 
Hâtons-nous de cueillir et les fleurs et les songes, 
Les songes et les fleurs ne seront plus demain.",vers libre
Albert Mérat,L'Adieu,1873,Tu peux bien ne pas revenir,Songes,"Tu peux bien ne pas revenir
Si c’est à présent ton envie ;
Mais redoute mon souvenir,
Qui, malgré toi, t’aura suivie

Dans les songes des nuits d’été
Des étoiles étaient écloses.
Ton pied cher, sans but arrêté.
A perdu le chemin des roses

Il n’est de loin pas de retour.
Les sources claires sont taries
Où tu mirais ton pauvre amour...
Les petites fleurs sont flétries !",octosyllabe
Albert Samain,Le chariot d'or,1900,Blotti comme un oiseau,Songes,"Blotti comme un oiseau frileux au fond du nid, 
Les yeux sur ton profil, je songe à l'infini...

Immobile sur les coussins brodés, j'évoque 
L'enchantement ancien, la radieuse époque, 
Et les rêves au ciel de tes yeux verts baignés !

Et je revis, parmi les objets imprégnés 
De ton parfum intime et cher, l'ancienne année 
Celle qui flotte encor dans ta robe fanée...

Je t'aime ingénument. Je t'aime pour te voir. 
Ta voix me sonne au cœur comme un chant dans le soir. 
Et penché sur ton cou, doux comme les calices, 
J'épuise goutte à goutte, en amères délices, 
Pendant que mon soleil décroît à l'horizon 
Le charme douloureux de l'arrière-saison.",metre libre
René-François Sully Prudhomme,Stances et poèmes,1865,Un songe (II),Songes,"À Jules Guiffrey.


J'étais, j'entrais au tombeau 
Où mes aïeux rêvent ensemble. 
Ils ont dit : « La nuit lourde tremble ; 
Est-ce l'approche d'un flambeau,

« Le signal de la nouvelle ère 
Qu'attend notre éternel ennui ? 
— Non, c'est l'enfant, a dit mon père : 
Je vous avais parlé de lui.

« Il était au berceau ; j'ignore 
S'il nous vient jeune ou chargé d'ans. 
Mes cheveux sont tout blonds encore, 
Les tiens, mon fils, peut-être blancs 

« — Non, père, au combat de la vie 
Bientôt je suis tombé vaincu, 
L'âme pourtant inassouvie : 
Je meurs et je n'ai pas vécu.

« — J'attendais près de moi ta mère : 
Je l'entends gémir au-dessus ! 
Ses pleurs ont tant mouillé la pierre 
Que mes lèvres les ont reçus.

« Nous fûmes unis peu d'années 
Après de bien longues amours ; 
Toutes ses grâces sont fanées... 
Je la reconnaîtrai toujours.

« Ma fille a connu mon visage : 
S'en souvient-elle ? Elle a changé. 
Parle-moi de son mariage 
Et des petits-enfants que j'ai.

« — Un seul vous est né. — Mais toi-même, 
N'as-tu pas de famille aussi ? 
Quand on meurt jeune, c'est qu'on aime : 
Qui vas-tu regretter ici ?

« — J'ai laissé ma sœur et ma mère 
Et les beaux livres que j'ai lus ; 
Vous n'avez pas de bru, mon père ; 
On m'a blessé, je n'aime plus.

« — De tes aïeux compte le nombre : 
Va baiser leurs fronts inconnus, 
Et viens faire ton lit dans l'ombre 
À côté des derniers venus.

« Ne pleure pas ; dors dans l'argile 
En espérant le grand réveil. 
— O père, qu'il est difficile 
De ne plus penser au soleil ! »",vers libre
René-François Sully Prudhomme,Stances et poèmes,1865,Pensée perdue,Songes,"Elle est si douce, la pensée, 
Qu'il faut, pour en sentir l'attrait, 
D'une vision commencée 
S'éveiller tout à coup distrait.

Le cœur dépouillé la réclame ; 
Il ne la fait point revenir, 
Et cependant elle est dans l'âme, 
Et l'on mourrait pour la finir.

À quoi pensais-je tout à l'heure ? 
À quel beau songe évanoui 
Dois-je les larmes que je pleure ? 
Il m'a laissé tout ébloui.

Et ce bonheur d'une seconde, 
Nul effort ne me l'a rendu ; 
Je n'ai goûté de joie au monde 
Qu'en rêve, et mon rêve est perdu.",metre libre
René-François Sully Prudhomme,Les épreuves,1866,Un songe,Songes,"Sonnet.


Le laboureur m'a dit en songe : « Fais ton pain, 
Je ne te nourris plus, gratte la terre et sème. » 
Le tisserand m'a dit : « Fais tes habits toi-même. » 
Et le maçon m'a dit : « Prends ta truelle en main. »

Et seul, abandonné de tout le genre humain 
Dont je traînais partout l'implacable anathème, 
Quand j'implorais du ciel une pitié suprême, 
Je trouvais des lions debout dans mon chemin.

J'ouvris les yeux, doutant si l'aube était réelle : 
De hardis compagnons sifflaient sur leur échelle, 
Les métiers bourdonnaient, les champs étaient semés.

Je connus mon bonheur et qu'au monde où nous sommes 
Nul ne peut se vanter de se passer des hommes ; 
Et depuis ce jour-là je les ai tous aimés.",vers libre
Charles-Augustin Sainte-Beuve,"Vie, poésies et pensées de Joseph Delorme",1829,Le songe,Songes,"Quand autrefois dans cette arène, 
Où tout mortel suit son chemin, 
En coureur que la gloire entraîne, 
Je m'élançais, l'âme sereine, 
Un flambeau brillant à la main ;

Des Muses belliqueux élève, 
Quand je rêvais nobles assauts, 
Couronne et laurier, lyre et glaive, 
Étendards poudreux qu'on enlève, 
Baisers cueillis sous des berceaux ;

Partout vainqueur, amant, poète, 
Pensais-je, hélas ! que mon flambeau 
Au lieu de triomphe et de fête, 
N'éclairerait que ma défaite 
Et mes ennuis jusqu'au tombeau ?

La destinée à ma jeunesse 
Semblait sourire avec amour ; 
J'aimais la vie avec ivresse, 
Ainsi qu'on aime une maîtresse 
Avant la fin du premier jour.

Il a fui, mon rêve éphémère... 
Tel, d'un sexe encore incertain, 
Un bel enfant près de sa mère 
Poursuit la flatteuse chimère 
De son doux rêve du matin.

Tout s'éveille, et, lui, dort encore ; 
Déjà pourtant il n'est plus nuit ; 
L'aube blanchit devant l'Aurore ; 
Sous l'œil du Dieu qui la dévore, 
L'Aurore rougit et s'enfuit.

Il dort son sommeil d'innocence ; 
Avec l'aube son front blanchit ; 
Puis par degrés il se nuance 
Avec l'Aurore qui s'avance 
Et qui bientôt s'y réfléchit.

Un voile couvre sa prunelle 
Et cache le ciel à ses yeux ; 
Maison songe le lui révèle ; 
En songe, son âme étincelle 
Des rayons qui peignent les cieux.

Ô coule, coule, onde nouvelle, 
Suis mollement ton cours vermeil ! 
Peux-tu jamais couler plus belle 
Que sous la grotte maternelle, 
Aux premiers rayons du soleil ?

Que j'aime ce front sans nuage, 
Qu'arrose un plus frais coloris ! 
Bel enfant, quel charmant présage 
Parmi les fleurs de ton visage 
Fait soudain éclore un souris ?

Dans la vie encore ignorée 
As-tu cru voir un bonheur pur ? 
Un ange te l'a-t-il montrée 
Brillante, sereine, azurée, 
À travers ses ailes d'azur ?

Ou quelque bonne fée Urgèle, 
Promettant palais et trésor 
Au filleul mis sous sa tutelle, 
Pour te promener t'aurait-elle 
Ravi sur son nuage d'or ?

Mais le soleil suit sa carrière, 
Et voilà qu'un rayon lancé 
De l'enfant perce la paupière ; 
Ses yeux s'ouvrent à la lumière ; 
Il pleure... le songe est passé !",vers libre
Évariste de Parny,Poésies fugitives,1787,Le songe,Songes,"Tableau III.


Le sommeil a touché ses yeux ; 
Sous des pavots délicieux 
Ils se ferment, et son cœur veille, 
À l'erreur ses sens sont livrés. 
Sur son visage, par degrés, 
La rose devient plus vermeille ; 
Sa main semble éloigner quelqu'un ; 
Sur le duvet elle s'agite ; 
Son sein impatient palpite, 
Et repousse un voile importun. 
Enfin, plus calme et plus paisible, 
Elle retombe mollement ; 
Et de sa bouche lentement 
S'échappe un murmure insensible. 
Ce murmure plein de douceur 
Ressemble au souffle de Zéphyre, 
Quand il passe de fleur en fleur ; 
C'est la volupté qui soupire ; 
Oui, ce sont les gémissements 
D'une vierge de quatorze ans, 
Qui, dans un songe involontaire, 
Voit une bouche téméraire 
Effleurer ses appas naissants, 
Et qui dans ses bras caressants, 
Presse un époux imaginaire.

Le sommeil doit être charmant, 
Justine, avec un tel mensonge ; 
Mais plus heureux encor l'amant 
Qui peut causer un pareil songe !",metre libre
Évariste de Parny,Poésies érotiques,1778,Le songe (I),Songes,"Corrigé par tes beaux discours 
J'avais résolu d'être sage, 
Et dans un accès de courage 
Je congédiais les amours 
Et les chimères du bel âge. 
La nuit vint ; un profond sommeil 
Ferma mes paupières tranquilles ; 
Tous mes songes étaient faciles ; 
Je ne craignais point le réveil. 
Mais quand l'aurore impatiente, 
Blanchissant l'ombre de la nuit, 
À la nature renaissante 
Annonça le jour qui la suit : 
L'amour vint s'offrir à ma vue ; 
Le sourire le plus charmant 
Errait sur sa bouche ingénue ; 
Je le reconnus aisément. 
Il s'approcha de mon oreille. 
Tu dors, me dit-il doucement, 
Et tandis que ton cœur sommeille, 
L'heure s'écoule incessamment. 
Ici bas tout se renouvelle, 
L'homme seul vieillit sans retour ; 
Son existence n'est qu'un jour 
Suivi d'une nuit éternelle, 
Mais encor trop long sans amour.

À ces mots j'ouvris la paupière ; 
Adieu sagesse, adieu projets ; 
Revenez, enfants de Cythère, 
Je suis plus faible que jamais.",vers libre
Victor Hugo,Les rayons et les ombres,1840,"Mille chemins, un seul but",Songes,"Le chasseur songe dans les bois 
À des beautés sur l'herbe assises, 
Et dans l'ombre il croit voir parfois 
Danser des formes indécises.

Le soldat pense à ses destins 
Tout en veillant sur les empires, 
Et dans ses souvenirs lointains 
Entrevoit de vagues sourires.

Le pâtre attend sous le ciel bleu 
L'heure où son étoile paisible 
Va s'épanouir, fleur de feu, 
Au bout d'une tige invisible.

Regarde-les, regarde encor 
Comme la vierge, fille d'Ève, 
Jette en courant dans les blés d'or 
Sa chanson qui contient son rêve !

Vois errer dans les champs en fleur, 
Dos courbé, paupières baissées, 
Le poète, cet oiseleur, 
Qui cherche à prendre des pensées.

Vois sur la mer les matelots 
Implorant la terre embaumée, 
Lassés de l'écume des flots, 
Et demandant une fumée !

Se rappelant quand le flot noir 
Bat les flancs plaintifs du navire, 
Les hameaux si joyeux le soir, 
Les arbres pleins d'éclats de rire !

Vois le prêtre, priant pour tous, 
Front pur qui sous nos fautes penche, 
Songer dans le temple, à genoux 
Sur les plis de sa robe blanche.

Vois s'élever sur les hauteurs 
Tous ces grands penseurs que tu nommes, 
Sombres esprit dominateurs, 
Chênes dans la forêt des hommes.

Vois, couvant des yeux son trésor, 
La mère contempler, ravie, 
Son enfant, cœur sans ombre encor, 
Vase que remplira la vie !

Tous, dans la joie ou dans l'affront, 
Portent, sans nuage et sans tache, 
Un mot qui rayonne à leur front, 
Dans leur âme un mot qui se cache.

Selon les desseins du Seigneur, 
Le mot qu'on voit pour tous varie ; 
– L'un a : Gloire ! l'autre a : Bonheur ! 
L'un dit : Vertu ! l'autre : Patrie !

Le mot caché ne change pas. 
Dans tous les cœurs toujours le même ; 
Il y chante ou gémit tout bas ; 
Et ce mot, c'est le mot suprême !

C'est le mot qui peut assoupir 
L'ennui du front le plus morose ! 
C'est le mystérieux soupir 
Qu'à toute heure fait toute chose !

C'est le mot d'où les autres mots 
Sortent comme d'un tronc austère, 
Et qui remplit de ses rameaux 
Tous les langages de la terre !

C'est le verbe, obscur ou vermeil, 
Qui luit dans le reflet des fleuves, 
Dans le phare, dans le soleil, 
Dans la sombre lampe des veuves !

Qui se mêle au bruit des roseaux, 
Au tressaillement des colombes ; 
Qui jase et rit dans les berceaux, 
Et qu'on sent vivre au fond des tombes !

Qui fait éclore dans les bois 
Les feuilles, les souffles, les ailes, 
La clémence au cœur des grands rois, 
Le sourire aux lèvres des belles !

C'est le nœud des prés et des eaux ! 
C'est le charme qui se compose 
Du plus tendre cri des oiseaux, 
Du plus doux parfum de la rose !

C'est l'hymne que le gouffre amer 
Chante en poussant au port des voiles ! 
C'est le mystère de la mer, 
Et c'est le secret des étoiles !

Ce mot, fondement éternel 
De la seconde des deux Romes, 
C'est Foi dans la langue du ciel, 
Amour dans la langue des hommes !

Aimer, c'est avoir dans les mains 
Un fil pour toutes les épreuves, 
Un flambeau pour tous les chemins, 
Une coupe pour tous les fleuves !

Aimer, c'est comprendre les cieux. 
C'est mettre, qu'on dorme ou qu'on veille, 
Une lumière dans ses yeux, 
Une musique en son oreille !

C'est se chauffer à ce qui bout ! 
C'est pencher son âme embaumée 
Sur le côté divin de tout ! 
Ainsi, ma douce bien-aimée,

Tu mêles ton cœur et tes sens, 
Dans la retraite où tu m'accueilles, 
Aux dialogues ravissants 
Des flots, des astres et des feuilles !

La vitre laisse voir le jour ; 
Malgré nos brumes et nos doutes, 
Ô mon ange ! à travers l'amour 
Les vérités paraissent toutes !

L'homme et la femme, couple heureux, 
À qui le cœur tient lieu d'apôtre, 
Laissent voir le ciel derrière eux, 
Et sont transparents l'un pour l'autre.

Ils ont en eux, comme un lac noir 
Reflète un astre en son eau pure, 
Du Dieu caché qu'on ne peut voir 
Une lumineuse figure !

Aimons ! prions ! les bois sont verts, 
L'été resplendit sur la mousse, 
Les germes vivent entr'ouverts, 
L'onde s'épanche et l'herbe pousse !

Que la foule, bien loin de nous 
Suive ses routes insensées. 
Aimons, et tombons à genoux, 
Et laissons aller nos pensées !

L'amour, qu'il vienne tôt ou tard, 
Prouve Dieu dans notre âme sombre. 
Il faut bien un corps quelque part 
Pour que le miroir ait une ombre.

Le 23 mai 1839.",vers libre
Victor Hugo,L'art d'être grand-père,1877,Jeanne songeait,Songes,"Jeanne songeait, sur l'herbe assise, grave et rose ; 
Je m'approchai : - Dis-moi si tu veux quelque chose, 
Jeanne ? — car j'obéis à ces charmants amours, 
Je les guette, et je cherche à comprendre toujours 
Tout ce qui peut passer par ces divines têtes. 
Jeanne m'a répondu : — je voudrais voir des bêtes. 
Alors je lui montrai dans l'herbe une fourmi. 
— Vois ! Mais Jeanne ne fut contente qu'à demi. 
— Non, les bêtes, c'est gros, me dit-elle.

 Leur rêve, 
C'est le grand. L'océan les attire à sa grève, 
Les berçant de son chant rauque, et les captivant 
Par l'ombre, et par la fuite effrayante du vent ; 
Ils aiment l'épouvante, il leur faut le prodige. 
— Je n'ai pas d'éléphant sous la main, répondis-je. 
Veux-tu quelque autre chose ? ô Jeanne, on te le doit ! 
Parle. — Alors Jeanne au ciel leva son petit doigt. 
— Ça, dit-elle. — C'était l'heure où le soir commence. 
Je vis à l'horizon surgir la lune immense.",vers libre
Victor Hugo,Toute la lyre,1893,Du songe universel,Songes,"Du songe universel notre pensée est faite ; 
Et le dragon était consulté du prophète, 
Et jadis, dans l'horreur des antres lumineux, 
Entr'ouvrant de leur griffe ou tordant en leurs noeuds 
D'effrayants livres pleins de sinistres passages, 
Les monstres chuchotaient à l'oreille des sages.",vers libre
Victor Hugo,Les contemplations,1856,Vieille chanson du jeune temps,Songes,"Je ne songeais pas à Rose ; 
Rose au bois vint avec moi ; 
Nous parlions de quelque chose, 
Mais je ne sais plus de quoi.

J'étais froid comme les marbres ; 
Je marchais à pas distraits ; 
Je parlais des fleurs, des arbres 
Son oeil semblait dire : "" Après ? ""

La rosée offrait ses perles, 
Le taillis ses parasols ; 
J'allais ; j'écoutais les merles, 
Et Rose les rossignols.

Moi, seize ans, et l'air morose ; 
Elle, vingt ; ses yeux brillaient. 
Les rossignols chantaient Rose 
Et les merles me sifflaient.

Rose, droite sur ses hanches, 
Leva son beau bras tremblant 
Pour prendre une mûre aux branches 
Je ne vis pas son bras blanc.

Une eau courait, fraîche et creuse, 
Sur les mousses de velours ; 
Et la nature amoureuse 
Dormait dans les grands bois sourds.

Rose défit sa chaussure, 
Et mit, d'un air ingénu, 
Son petit pied dans l'eau pure 
Je ne vis pas son pied nu.

Je ne savais que lui dire ; 
Je la suivais dans le bois, 
La voyant parfois sourire 
Et soupirer quelquefois.

Je ne vis qu'elle était belle 
Qu'en sortant des grands bois sourds. 
"" Soit ; n'y pensons plus ! "" dit-elle.
Depuis, j'y pense toujours.

Paris, juin 1831.",vers libre
Joachim du Bellay,Les Regrets,1558,"Un plus savant que moi, Paschal, ira songer",Songes,"Sonnet II.

Un plus savant que moi, Paschal, ira songer 
Avecques l'Ascréan dessus la double cime : 
Et pour être de ceux dont on fait plus d'estime, 
Dedans l'onde au cheval tout nu s'ira plonger.

Quant à moi, je ne veux, pour un vers allonger, 
M'accourcir le cerveau : ni pour polir ma rime, 
Me consumer l'esprit d'une soigneuse lime, 
Frapper dessus ma table ou mes ongles ronger.

Aussi veux-je, Paschal, que ce que je compose 
Soit une prose en rime ou une rime en prose, 
Et ne veux pour cela le laurier mériter.

Et peut-être que tel se pense bien habile, 
Qui trouvant de mes vers la rime si facile, 
En vain travaillera, me voulant imiter.",vers libre
Émile Verhaeren,Les heures claires,1896,Je songe à ta bonté,Songes,"Chaque heure, où je songe à ta bonté 
Si simplement profonde, 
Je me confonds en prières vers toi.

Je suis venu si tard 
Vers la douceur de ton regard, 
Et de si loin vers tes deux mains tendues, 
Tranquillement, par à travers les étendues !

J'avais en moi tant de rouille tenace 
Qui me rongeait à dents rapaces, 
La confiance 
J'étais si lourd, j'étais si las 
J'étais si vieux de méfiance, 
J'étais si lourd, j'étais si las 
Du vain chemin de tous mes pas.

Je méritais si peu la merveilleuse joie 
De voir tes pieds illuminer ma voie, 
Que j'en reste tremblant encore et presque en pleurs 
Et humble à tout jamais, en face du bonheur.",octosyllabe
Pierre de Ronsard,Amours diverses,1578,Quand en songeant ma folâtre j'acolle,Songes,"Quand en songeant ma folâtre j'acolle, 
Laissant mes flancs sur les siens s'allonger, 
Et que, d'un branle habilement léger, 
En sa moitié ma moitié je recolle !

Amour, adonc si follement m'affole, 
Qu'un tel abus je ne voudroi changer, 
Non au butin d'un rivage étranger, 
Non au sablon qui jaunoie en Pactole.

Mon dieu, quel heur, et quel consentement, 
M'a fait sentir ce faux recollement, 
Changeant ma vie en cent métamorphoses !

Combien de fois, doucement irrité, 
Suis-je ore mort, ore ressuscité, 
Entre cent lis et cent merveilles roses !",décasyllabe
Victor Hugo,Dernière Gerbe,1902,Elle est gaie et pensive,Songes,"Elle est gaie et pensive ; elle nous fait songer 
À tout ce qui reluit malgré de sombres voiles, 
Aux bois pleins de rayons, aux nuits pleines d'étoiles. 
L'esprit en la voyant s'en va je ne sais où. 
Elle a tout ce qui peut rendre un pauvre homme fou. 
Tantôt c'est un enfant, tantôt c'est une reine. 
Hélas ! quelle beauté radieuse et sereine ! 
Elle a de fiers dédains, de charmantes faveurs, 
Un regard doux et bleu sous de longs cils rêveurs, 
L'innocence, et l'amour qui sans tristesse encore 
Flotte empreint sur son front comme une vague aurore, 
Et puis je ne sais quoi de calme et de vainqueur ! 
Et le ciel dans ses yeux met l'enfer dans mon coeur !",vers libre
Alphonse Beauregard,Les alternances,1921,Jours de souffrance,Souffrance,"Ô les jours où le cœur broyé dans un étau 
Sent monter, comme une marée, 
La trahison de la femme adorée ; 
Où sans cesse l'on tourne et tourne en son cerveau 
La même torturante idée ; 
Où, des heures, l'on tend une oreille obsédée 
Par le pressentiment trompeur 
Qu'arrive la lettre attendue ; 
Où l'on répète, pour la prochaine entrevue, 
Un rôle plein de tragique douleur ; 
Où l'on tâche à ne pas regarder la nature 
Ni le ciel azuré, 
De peur que, sous le choc de la beauté, ne dure 
La colère où se plaît l'orgueil exaspéré.

Ô jours, soyez maudits pour cette âpre souffrance. 
Ô les jours où l'on voit son ardeur, ses talents, 
Ses penchants et le plus intime de son âme 
Par soi jetés aux pieds de cette femme, 
Tels des sacrifiés aux dieux indifférents ; 
Où les désirs inapaisés, blême cortège, 
Viennent crier qu'on les a déchaînés 
En se laissant tomber au piège 
D'un artifice suranné ; 
Où la pensée au fond d'un abîme se plonge 
Pour oublier les rêves décevants ; 
Où, dans ce noir, on goûte et raffine et prolonge 
L'amère volupté des blasphèmes savants.

Ô jours, soyez maudits pour cette âpre souffrance.

Ô les jours où la vie, en son rythme animal, 
Ayant adouci la blessure ancienne, 
On cite en pensée à son tribunal, 
Avec la clairvoyance de la haine, 
La femme admirée autrefois ; 
Où dans elle on aperçoit 
La vanité qui prédomine, 
L'égoïsme en l'amour drapé, 
Et jusqu'à ces laideurs profondes qu'illumine 
Un mot par hasard échappé ; 
Où, reniant son âme aveuglée, 
Plein de mépris pour ce qu'on fut en ce temps-là. 
On ricane devant la face maculée : 
Ce n'était que cela !

Ô jours, soyez maudits pour cette âpre souffrance.",vers libre
Jean Aicard,Les jeunes croyances,1867,Il était sans amour,Souffrance,"Il était sans amour ; il souffrait en son âme ; 
Il avait travaillé longtemps. C'était pitié ! 
Son front, sombre, penchait, jamais homme ni femme 
Ne l'ayant éclairé d'un rayon d'amitié.

Tous, rapides, voyant cet air morne et farouche, 
Fuyaient. Nul ne savait que c'était un martyr, 
Et pourtant, ô douleur ! ce mot crispait sa bouche : 
« Puisque je ne vis plus, je voudrais bien mourir ! »",vers libre
Jean Aicard,Les jeunes croyances,1867,Promenade,Souffrance,"Nous qui croyons souffrir, songeons à la souffrance 
De ceux qui vivent seuls, sans même une espérance, 
Et qui mourront tout seuls ; 
Regardons les méchants et ceux de qui la vie 
N'a d'autre but que d'être à jamais asservie 
Aux choses dont la mort fait les vers des linceuls !

Vois les hommes des champs ; vois les hommes des villes : 
Les combats étrangers ou les guerres civiles 
Déchirer leurs esprits ; 
Jette un profond regard sur l'histoire profonde, 
Et devant les forfaits entrevus sous cette onde, 
Dis-moi ce que ressent ton pauvre cœur surpris.

Après avoir sondé toutes ces noires choses, 
Regarde, là, tout près, les fleurs blanches ou roses 
Sourire au grand ciel bleu ; 
L'arbre étend ses longs bras, lorsqu'avec toi je passe, 
Pour nous bénir, et Dieu rayonne dans l'espace, 
Car l'arbre nous connaît et nous connaissons Dieu !

Amie, et délivrés de la ville lointaine 
Dont le bruit nous arrive ainsi qu'un bruit de chaîne, 
Essuie enfin tes pleurs ! 
Vois : la brise s'endort ; l'eau paisible s'écoule ; 
Est-il bonheur plus grand que d'oublier la foule, 
D'être aimé des oiseaux, et d'être aimé des fleurs ?",alexandrin
